,title,director0,attr0,attr1,attr2,genre0,genre1,genre2,region0,lang0,ReleaseDate,rd0,rd1,rd2,rd3,rd4,rd5,rd6,rd7,rd8,rd9
28,发条橙 A Clockwork Orange,斯坦利·库布里,马尔科姆·麦克道威尔,帕特里克·马基,迈克尔·贝茨,剧情,科幻,犯罪,英国,英语,1971,末路狂花,出租车司机,搏击俱乐部,落水狗,上帝之城,天生杀人狂,杀死比尔,被解救的姜戈,低俗小说,猫鼠游戏
29,E.T.外星人 E.T. the Extra-Terrestrial,史蒂文·斯皮尔伯,亨利·托马斯,迪·沃伦斯,罗伯特·麦克纳夫顿,剧情,科幻,unknown,美国,英语,1982,这个男人来自地球,黑客帝国3：矩阵革命,终结者2：审判日,人工智能,侏罗纪公园,阿凡达,回到未来,第九区,2001太空漫游,变形金刚
30,银翼杀手 Blade Runner,雷德利·斯科,哈里森·福特,鲁格·豪尔,肖恩·杨,科幻,惊悚,unknown,美国,英语,1982,2001太空漫游,银翼杀手2049,大都会,黑客帝国2：重装上阵,这个男人来自地球,超时空接触,回到未来,第九区,终结者2：审判日,十二猴子
31,守望者 Watchmen,扎克·施奈,帕特里克·威尔森,卡拉·古奇诺,比利·克鲁德普,动作,科幻,悬疑,美国,英语,2009,扎克·施奈德版正义联盟,黑客帝国2：重装上阵,蝙蝠侠：侠影之谜,X战警：逆转未来,终结者2：审判日,超人：钢铁之躯,我，机器人,银翼杀手,蜘蛛侠,变形金刚
32,复仇者联盟4：终局之战 Avengers: Endgame,安东尼·罗,小罗伯特·唐尼,克里斯·埃文斯,马克·鲁弗洛,剧情,动作,科幻,美国,英语,2019,钢铁侠,复仇者联盟3：无限战争,美国队长3,无敌浩克,头号玩家,雷神2：黑暗世界,蚁人,X战警：逆转未来,惊奇队长,阿凡达
33,源代码 Source Code,邓肯·琼,杰克·吉伦哈尔,维拉·法米加,米歇尔·莫纳汉,科幻,悬疑,惊悚,美国,英语,2011,盗梦空间,黑客帝国,这个男人来自地球,蝴蝶效应,致命魔术,阿凡达,终结者2：审判日,第九区,明日边缘,彗星来的那一夜
34,火星救援 The Martian,雷德利·斯科,马特·达蒙,杰西卡·查斯坦,克里斯汀·韦格,剧情,科幻,冒险,英国,英语,2015,星际穿越,黑客帝国,头号玩家,阿凡达,第九区,变形金刚,明日边缘,地心引力,X战警：逆转未来,源代码
35,彗星来的那一夜 Coherence,詹姆斯·沃德·布柯,艾米丽·芭尔多尼,莫瑞·史特林,尼古拉斯·布兰登,科幻,悬疑,惊悚,美国,英语,2013,这个男人来自地球,蝴蝶效应,恐怖游轮,盗梦空间,源代码,致命魔术,记忆碎片,禁闭岛,看不见的客人,前目的地
36,蝙蝠侠：侠影之谜 Batman Begins,克里斯托弗·诺,克里斯蒂安·贝尔,迈克尔·凯恩,连姆·尼森,剧情,动作,科幻,美国,英语,2005,蝙蝠侠：黑暗骑士崛起,黑客帝国2：重装上阵,钢铁侠,变形金刚,终结者2：审判日,美国队长2,蜘蛛侠,X战警：逆转未来,复仇者联盟,扎克·施奈德版正义联盟
37,变脸 Face/Off,吴宇,约翰·特拉沃尔塔,尼古拉斯·凯奇,琼·艾伦,动作,科幻,惊悚,美国,英语,1997,勇闯夺命岛,空中监狱,谍影重重3,终结者2：审判日,飓风营救,生死时速,真实的谎言,碟中谍,黑客帝国3：矩阵革命,我，机器人
38,这个男人来自地球 The Man from Earth,理查德·沙因克,大卫·李·史密斯,托尼·托德,约翰·比灵斯列,剧情,科幻,unknown,美国,英语,2007,超时空接触,黑客帝国3：矩阵革命,月球,第九区,2001太空漫游,E.T.外星人,十二猴子,K星异客,回到未来,源代码
39,月球 Moon,邓肯·琼,山姆·洛克威尔,凯文·史派西,多米妮克·麦克艾丽戈特,剧情,科幻,悬疑,英国,英语,2009,这个男人来自地球,超时空接触,第九区,十二猴子,2001太空漫游,源代码,K星异客,黑客帝国3：矩阵革命,异次元骇客,千钧一发
40,暖暖内含光 Eternal Sunshine of the Spotless Mind,米歇尔·贡德,金·凯瑞,凯特·温丝莱特,伊利亚·伍德,剧情,爱情,科幻,美国,英语,2004,爱在日落黄昏时,和莎莫的500天,当哈利遇到莎莉,重庆森林,两小无猜,恋恋笔记本,甜蜜蜜,英国病人,花样年华,天使爱美丽
41,黑客帝国动画版 The Animatrix,钟彼,大塚明夫,克莱顿·华生,帕梅拉·阿德龙,剧情,动作,科幻,美国,英语,2003,回忆三部曲,攻壳机动队,数字复兴·上,世界纪录,现实之外,侦探的故事,少年故事,虚拟程序,阿基拉,人狼
42,机器管家 Bicentennial Man,克里斯·哥伦,罗宾·威廉姆斯,艾伯丝·戴维兹,山姆·尼尔,剧情,喜剧,科幻,美国,英语,1999,超时空接触,这个男人来自地球,E.T.外星人,我，机器人,回到未来,人工智能,第五元素,第九区,黑客帝国2：重装上阵,我是传奇
43,钢铁侠 Iron Man,乔恩·费,小罗伯特·唐尼,泰伦斯·霍华德,格温妮斯·帕特洛,动作,科幻,惊悚,美国,英语,2008,钢铁侠2,复仇者联盟,美国队长2,无敌浩克,变形金刚,雷神,蚁人,银河护卫队,X战警,蜘蛛侠
44,星球大战 Star Wars,乔治·卢卡,哈里森·福特,马克·哈米尔,凯丽·费雪,动作,科幻,冒险,美国,英语,1977,星球大战2：帝国反击战,黑客帝国2：重装上阵,终结者,回到未来,2001太空漫游,侏罗纪公园,星际迷航,变形金刚,银翼杀手,E.T.外星人
45,她 Her,斯派克·琼,华金·菲尼克斯,斯嘉丽·约翰逊,艾米·亚当斯,剧情,爱情,科幻,美国,英语,2013,爱在黎明破晓前,重庆森林,花样年华,爱乐之城,和莎莫的500天,恋恋笔记本,暖暖内含光,午夜巴黎,天使爱美丽,这个男人来自地球
46,回到未来2 Back to the Future Part II,罗伯特·泽米吉,迈克尔·J·福克斯,克里斯托弗·洛伊德,莉·汤普森,喜剧,科幻,冒险,美国,英语,1989,回到未来3,超时空接触,这个男人来自地球,黑客帝国2：重装上阵,终结者,黑衣人,星球大战,E.T.外星人,我，机器人,侏罗纪公园
47,星球大战前传3：西斯的复仇 Star Wars: Episode III - Revenge of the Sith,乔治·卢卡,伊万·麦克格雷格,娜塔莉·波特曼,海登·克里斯滕森,动作,科幻,奇幻,美国,英语,2005,星球大战前传2：克隆人的进攻,黑客帝国2：重装上阵,终结者,星际迷航,变形金刚,我，机器人,回到未来,侏罗纪公园,X战警2,银翼杀手
48,芬奇 Finch,米格尔·萨普什尼,汤姆·汉克斯,卡赖伯·兰德里·琼斯,希默斯,剧情,科幻,unknown,美国,英语,2021,扎克·施奈德版正义联盟,沙丘,我是传奇,黑客帝国3：矩阵革命,第九区,火星救援,阿凡达：水之道,银翼杀手2049,天鹅挽歌,降临
49,K星异客 K-PAX,伊恩·索夫特,凯文·史派西,杰夫·布里吉斯,玛丽·麦克科马克,剧情,科幻,unknown,美国,英语,2001,超时空接触,这个男人来自地球,异次元骇客,十二猴子,月球,移魂都市,黑洞频率,千钧一发,第九区,深渊
50,回到未来3 Back to the Future Part III,罗伯特·泽米吉,迈克尔·J·福克斯,克里斯托弗·洛伊德,玛丽·斯汀伯根,喜剧,科幻,西部,美国,英语,1990,回到未来2,超时空接触,这个男人来自地球,黑客帝国2：重装上阵,终结者,黑衣人,星球大战,我，机器人,E.T.外星人,侏罗纪公园
51,阿基拉 Akira,大友克,岩田光央,佐佐木望,小山茉美,动作,科幻,动画,日本,日语,1988,回忆三部曲,攻壳机动队,大都会,星际牛仔：天国之门,蒸汽男孩,她的回忆,新世纪福音战士剧场版：Air/...,东京教父,千年女优,人狼
52,后天 The Day After Tomorrow,罗兰·艾默里,丹尼斯·奎德,杰克·吉伦哈尔,埃米·罗森,科幻,灾难,unknown,美国,英语,2004,2012,独立日,我是传奇,变形金刚,侏罗纪公园,地心引力,我，机器人,第九区,黑客帝国3：矩阵革命,阿凡达
53,银翼杀手2049 Blade Runner 2049,丹尼斯·维伦纽,瑞恩·高斯林,哈里森·福特,安娜·德·阿玛斯,剧情,动作,科幻,美国,英语,2017,银翼杀手,降临,2001太空漫游,黑客帝国,这个男人来自地球,头号玩家,沙丘,第九区,火星救援,明日边缘
54,变形金刚 Transformers,迈克尔·,希亚·拉博夫,梅根·福克斯,乔什·杜哈明,动作,科幻,unknown,美国,英语,2007,变形金刚2,钢铁侠,黑客帝国2：重装上阵,我，机器人,终结者2：审判日,我是传奇,蜘蛛侠,X战警,复仇者联盟,侏罗纪公园
55,第九区 District 9,尼尔·布洛姆坎,沙尔托·科普雷,詹森·库伯,娜塔莉·博尔特,剧情,动作,科幻,美国,英语,2009,这个男人来自地球,我是传奇,黑客帝国3：矩阵革命,我，机器人,变形金刚,终结者2：审判日,E.T.外星人,月球,阿凡达,回到未来
56,金刚狼3：殊死一战 Logan,詹姆斯·曼高,休·杰克曼,帕特里克·斯图尔特,达芙妮·基恩,剧情,动作,科幻,美国,英语,2017,X战警：逆转未来,美国队长3,金刚狼,钢铁侠,复仇者联盟,蚁人,蜘蛛侠,变形金刚,超凡蜘蛛侠2,神奇女侠
57,黑洞频率 Frequency,格里高利·霍布里,丹尼斯·奎德,吉姆·卡维泽,肖恩·多伊尔,科幻,悬疑,犯罪,美国,英语,2000,超时空接触,异次元骇客,十二猴子,K星异客,这个男人来自地球,月球,源代码,时空线索,前目的地,回到未来
58,铁甲钢拳 Real Steel,肖恩·利,休·杰克曼,达科塔·高尤,凯文·杜兰,剧情,动作,科幻,美国,英语,2011,我，机器人,变形金刚,明日边缘,黑客帝国2：重装上阵,终结者2：审判日,我是传奇,猩球崛起,X战警：逆转未来,钢铁侠,复仇者联盟
59,超时空接触 Contact,罗伯特·泽米吉,吉娜·马隆,大卫·摩斯,朱迪·福斯特,剧情,科幻,悬疑,美国,英语,1997,这个男人来自地球,K星异客,异次元骇客,火星任务,深渊,2001太空漫游,十二猴子,回到未来,月球,第九区
60,异次元骇客 The Thirteenth Floor,约瑟夫·鲁斯纳,克雷格·比尔克,阿明·缪勒-斯塔尔,格瑞辰·摩尔,科幻,悬疑,惊悚,美国,英语,1999,超时空接触,十二猴子,K星异客,移魂都市,这个男人来自地球,黑洞频率,月球,前目的地,千钧一发,少数派报告
61,星际宝贝 Lilo &amp; Stitch,克里斯·桑德,黛维·切斯,克里斯·桑德斯,蒂亚·卡雷尔,喜剧,科幻,动画,美国,英语,2002,白雪公主和七个小矮人,星际宝贝2：史迪奇有问题,木偶奇遇记,花木兰,小美人鱼,小鹿斑比,阿拉丁,睡美人,仙履奇缘,玩具总动员
62,星球大战2：帝国反击战 Star Wars: Episode V - The Empire Strikes Back,厄文·克什,马克·哈米尔,哈里森·福特,凯丽·费雪,动作,科幻,冒险,美国,英语,1980,星球大战3：绝地归来,黑客帝国2：重装上阵,终结者,回到未来,星际迷航,侏罗纪公园,变形金刚,2001太空漫游,银翼杀手,我，机器人
63,星球大战3：绝地归来 Star Wars: Episode VI - Return of the Jedi,理查德·马昆,马克·哈米尔,哈里森·福特,安东尼·丹尼尔斯,动作,科幻,冒险,美国,英语,1983,星球大战2：帝国反击战,黑客帝国2：重装上阵,终结者,回到未来,星际迷航,变形金刚,侏罗纪公园,我，机器人,2001太空漫游,银翼杀手
64,潜行者 Сталкер,安德烈·塔可夫斯,亚历山大·凯伊达诺夫斯基,阿丽萨·弗雷因德利赫,安纳托利·索洛尼岑,剧情,科幻,悬疑,苏联,俄语,1979,飞向太空,大都会,阿尔法城,2001太空漫游,乡愁,银色星球,直到世界尽头,错位,银翼杀手,妙想天开
65,复仇者联盟 The Avengers,乔斯·韦,小罗伯特·唐尼,克里斯·埃文斯,斯嘉丽·约翰逊,动作,科幻,奇幻,美国,英语,2012,钢铁侠,复仇者联盟2：奥创纪元,美国队长2,雷神2：黑暗世界,银河护卫队,X战警：逆转未来,无敌浩克,蚁人,变形金刚,蜘蛛侠：英雄归来
66,明日边缘 Edge of Tomorrow,道格·里,汤姆·克鲁斯,艾米莉·布朗特,布莱丹·格里森,动作,科幻,unknown,美国,英语,2014,X战警：逆转未来,黑客帝国3：矩阵革命,我，机器人,变形金刚,美国队长2,我是传奇,源代码,第九区,环太平洋,钢铁侠
67,X战警：逆转未来 X-Men: Days of Future Past,布莱恩·辛,休·杰克曼,詹姆斯·麦卡沃伊,迈克尔·法斯宾德,剧情,动作,科幻,美国,英语,2014,X战警：第一战,美国队长2,复仇者联盟,金刚狼,钢铁侠3,明日边缘,变形金刚,银河护卫队,超凡蜘蛛侠2,雷神2：黑暗世界
68,生化危机 Resident Evil,保罗·安德,米拉·乔沃维奇,米歇尔·罗德里格兹,科林·萨蒙,动作,科幻,恐怖,英国,英语,2002,生化危机2：启示录,异形,死神来了,寂静岭,闪灵,招魂,死寂,我是传奇,终结者,黑客帝国2：重装上阵
69,X战警：第一战 X-Men: First Class,马修·沃,詹姆斯·麦卡沃伊,迈克尔·法斯宾德,凯文·贝肯,剧情,动作,科幻,美国,英语,2011,X战警：逆转未来,金刚狼,美国队长2,复仇者联盟,钢铁侠,变形金刚,蜘蛛侠,雷神2：黑暗世界,超凡蜘蛛侠2,银河护卫队
70,黑衣人 Men in Black,巴里·索南菲尔,威尔·史密斯,汤米·李·琼斯,琳达·费奥伦蒂诺,喜剧,动作,科幻,美国,英语,1997,黑衣人2,我，机器人,变形金刚,黑客帝国2：重装上阵,终结者,九品芝麻官,我是传奇,回到未来,变相怪杰,食神
71,侏罗纪公园 Jurassic Park,史蒂文·斯皮尔伯,山姆·尼尔,劳拉·邓恩,杰夫·高布伦,科幻,惊悚,冒险,美国,英语,1993,侏罗纪公园2：失落的世界,变形金刚,终结者,E.T.外星人,我是传奇,我，机器人,黑客帝国2：重装上阵,独立日,第九区,X战警
72,"我，机器人 I, Robot",亚历克斯·普罗亚,威尔·史密斯,布里吉特·莫伊纳汉,艾伦·图代克,动作,科幻,悬疑,美国,英语,2004,我是传奇,黑客帝国2：重装上阵,终结者,变形金刚,第五元素,独立日,第九区,黑衣人,少数派报告,侏罗纪公园
73,异形 Alien,雷德利·斯科,西格妮·韦弗,汤姆·斯凯里特,维罗尼卡·卡维特,科幻,恐怖,unknown,英国,英语,1979,异形2,普罗米修斯,生化危机,闪灵,死神来了,寂静岭,侏罗纪公园,招魂,死寂,怪形
74,十二猴子 Twelve Monkeys,特瑞·吉列,布鲁斯·威利斯,玛德琳·斯托,布拉德·皮特,科幻,悬疑,惊悚,美国,英语,1995,这个男人来自地球,异次元骇客,超时空接触,K星异客,月球,源代码,第九区,2001太空漫游,少数派报告,黑客帝国
75,飞向太空 Солярис,安德烈·塔可夫斯,纳塔莉亚·邦达尔丘克,多纳塔斯•奥威戴斯,尤里·贾维特,剧情,科幻,悬疑,苏联,俄语,1972,潜行者,大都会,阿尔法城,2001太空漫游,错位,直到世界尽头,银翼杀手,银色星球,超时空接触,堤
76,终结者 The Terminator,詹姆斯·卡梅,阿诺·施瓦辛格,迈克尔·比恩,琳达·汉密尔顿,动作,科幻,惊悚,美国,英语,1984,终结者2：审判日,黑客帝国2：重装上阵,我，机器人,变形金刚,第五元素,侏罗纪公园,我是传奇,X战警,独立日,蜘蛛侠
77,她的回忆 彼女の想いで,森本晃,矶部勉,山寺宏一,高岛雅罗,科幻,动画,冒险,日本,日语,1995,回忆三部曲,大炮之街,最臭兵器,阿基拉,千年女优,东京教父,心理游戏,攻壳机动队,天才嘉年华,大都会
78,升级 Upgrade,雷·沃纳,罗根·马歇尔-格林,梅拉里·沃列何,哈里森·吉尔伯特森,动作,科幻,惊悚,美国,英语,2018,明日边缘,黑客帝国2：重装上阵,我，机器人,异次元骇客,机械姬,银翼杀手2049,前目的地,源代码,我是传奇,第九区
79,正义联盟：闪点悖论 Justice League: The Flashpoint Paradox,杰伊·欧力,贾斯汀·钱伯斯,C·托马斯·豪威尔,迈克尔·B·乔丹,动作,科幻,动画,美国,英语,2013,正义联盟：战争,蝙蝠侠：红影迷踪,超人之死,黑暗正义联盟,乐高蝙蝠侠大电影：DC英雄集结,自杀小队：严厉惩罚,全明星超人,绿灯侠：首次飞行,少年泰坦出击电影版,康斯坦丁：恶魔之城 电影版
80,复仇者联盟3：无限战争 Avengers: Infinity War,安东尼·罗,小罗伯特·唐尼,克里斯·海姆斯沃斯,克里斯·埃文斯,动作,科幻,奇幻,美国,英语,2018,美国队长3,复仇者联盟2：奥创纪元,钢铁侠,雷神3：诸神黄昏,奇异博士,头号玩家,X战警：逆转未来,蚁人,无敌浩克,银河护卫队
81,云图 Cloud Atlas,汤姆·提克,汤姆·汉克斯,哈莉·贝瑞,吉姆·布劳德本特,剧情,科幻,悬疑,德国,德语,2012,这个男人来自地球,黑客帝国,星际迷航2：暗黑无界,源代码,2001太空漫游,盗梦空间,X战警：逆转未来,阿凡达,第九区,降临
82,银河护卫队 Guardians of the Galaxy,詹姆斯·古,克里斯·帕拉特,佐伊·索尔达娜,布莱德利·库珀,动作,科幻,冒险,美国,英语,2014,银河护卫队2,美国队长2,复仇者联盟,蚁人,钢铁侠3,X战警：逆转未来,雷神3：诸神黄昏,无敌浩克,蜘蛛侠：英雄归来,死侍
83,无姓之人 Mr. Nobody,雅克·范·多梅,杰瑞德·莱托,萨拉·波莉,黛安·克鲁格,剧情,爱情,科幻,加拿大,英语,2009,这个男人来自地球,超时空接触,月球,十二猴子,2001太空漫游,异次元骇客,K星异客,千钧一发,第九区,降临
84,猩球崛起 Rise of the Planet of the Apes,鲁伯特·瓦耶,安迪·瑟金斯,詹姆斯·弗兰科,芙蕾达·平托,剧情,动作,科幻,美国,英语,2011,猩球崛起2：黎明之战,变形金刚,我是传奇,我，机器人,第九区,钢铁侠,X战警：逆转未来,侏罗纪公园,复仇者联盟,明日边缘
85,星球大战前传1：幽灵的威胁 Star Wars: Episode I - The Phantom Menace,乔治·卢卡,连姆·尼森,伊万·麦克格雷格,娜塔莉·波特曼,动作,科幻,冒险,美国,英语,1999,星球大战前传2：克隆人的进攻,黑客帝国2：重装上阵,终结者,星际迷航,变形金刚,我，机器人,侏罗纪公园,第五元素,回到未来,X战警
86,原始星球 La planète sauvage,阿内·拉,Jennifer Drake,Eric Baugin,让·托帕尔,科幻,动画,unknown,法国,法语,1973,甘达星人,回忆三部曲,悲伤的贝拉多娜,心理游戏,阿基拉,大都会,她的回忆,攻壳机动队,天使之卵,一只名叫痛苦的狗
87,扎克·施奈德版正义联盟 Zack Snyder's Justice League,扎克·施奈,本·阿弗莱克,亨利·卡维尔,盖尔·加朵,动作,科幻,奇幻,美国,英语,2021,超人：钢铁之躯,守望者,X特遣队：全员集结,蝙蝠侠大战超人：正义黎明,X战警：逆转未来,黑客帝国3：矩阵革命,美国队长2,钢铁侠,蜘蛛侠3,变形金刚
