孤胆特工 아저씨,,,,,,,
黑社会,放·逐,跟踪,无间道2,,,,
门徒,新上海滩,,,,,,
黑社会,,,,,,,
蒙太奇 몽타주,追击者,不可饶恕,走到尽头,目击者之追凶,,,
恶汉甜梦,,,,,,,
铁雨,,,,,,,
警察故事,,,,,,,
喋血街头 喋血街頭,黑社会,放·逐,,,,,
狗咬狗,门徒,黑社会2：以和为贵,放·逐,,,,
未麻的部屋,,,,,,,
门徒 門徒,黑社会,无间道3：终极无间,,,,,
大佬 Brother,黑社会,,,,,,
局内人 내부자들,卑劣的街头,追击者,不当交易,蒙太奇,,,
黑社会,,,,,,,
追击者,金福南杀人事件始末,,,,,,
卑劣的街头 비열한 거리,黑社会,,,,,,
胜者为王,黑社会,,,,,,
蒙太奇,追击者,,,,,,
走到尽头 끝까지 간다,蒙太奇,追击者,不可饶恕,不当交易,我是杀人犯,,
新警察故事,门徒,,,,,,
催眠大师,,,,,,,
恶汉甜梦,,,,,,,
黑社会,,,,,,,
大佬,,,,,,,
跟踪,,,,,,,
黑社会,龙在边缘,,,,,,
疾速追杀2 John Wick: Chapter 2,,,,,,,
看见恶魔 악마를 보았다,追击者,金福南杀人事件始末,不可饶恕,亲切的金子,邻居,,
砂之器,405谋杀案,,,,,,
黑社会,放·逐,龙在边缘,,,,,
学校风云 學校風雲,黑社会,,,,,,
门徒,无间道,,,,,,
大佬,黑社会,,,,,,
辣手神探,,,,,,,
黑社会,放·逐,无间道2,,,,,
边境杀手 Sicario,,,,,,,
目击者之追凶,,,,,,,
催眠大师,,,,,,,
走到尽头,,,,,,,
门徒,,,,,,,
卑劣的街头,不当交易,,,,,,
门徒,,,,,,,
杀人者的记忆法 살인자의 기억법,蒙太奇,不可饶恕,记忆之夜,追击者,目击者之追凶,那家伙的声音,邻居
卑劣的街头,,,,,,,
黑社会,龙在边缘,,,,,,
