天使爱美丽,,,,,,,,
傲慢与偏见,天使爱美丽,,,,,,,
天使爱美丽,,,,,,,,
蓝白红三部曲之白 Trois couleurs: Blanc,蓝白红三部曲之蓝,两生花,新桥恋人,永恒和一日,祖与占,春天的故事,秋天的故事,
两小无猜,,,,,,,,
傲慢与偏见,简爱,,,,,,,
"巴黎，我爱你 Paris, je t'aime",两小无猜,,,,,,,
艺术家 The Artist,两小无猜,巴黎，我爱你,天使爱美丽,,,,,
永恒和一日,大幻影,影子部队,,,,,,
玫瑰人生 La Môme,卡蜜儿·克劳岱尔,花落花开,,,,,,
情人 L'amant,苦月亮,一树梨花压海棠,,,,,,
天使爱美丽,,,,,,,,
一树梨花压海棠 Lolita,情人,苦月亮,戏梦巴黎,,,,,
两小无猜,天使爱美丽,,,,,,,
两小无猜,,,,,,,,
天使爱美丽,,,,,,,,
两生花 La Double vie de Véronique,蓝白红三部曲之蓝,永恒和一日,樱桃的滋味,新桥恋人,,,,
两小无猜,,,,,,,,
燃烧女子的肖像,,,,,,,,
漫长的婚约,,,,,,,,
傲慢与偏见,,,,,,,,
午后之爱,秋天的故事,冬天的故事,绿光,,,,,
无姓之人 Mr. Nobody,,,,,,,,
柏林苍穹下 Der Himmel über Berlin,祖与占,新桥恋人,蓝白红三部曲之蓝,去年在马里昂巴德,,,,
戏梦巴黎 The Dreamers,情人,苦月亮,白日美人,云上的日子,蓝白红三部曲之蓝,,,
祖与占,坏血,新桥恋人,,,,,,
精疲力尽 À bout de souffle,祖与占,法外之徒,狂人皮埃罗,随心所欲,去年在马里昂巴德,扒手,春天的故事,
飓风营救,,,,,,,,
午后之爱,祖与占,慕德家一夜,,,,,,
傲慢与偏见,,,,,,,,
两小无猜,,,,,,,,
春天的故事 Conte de printemps,秋天的故事,冬天的故事,夏天的故事,绿光,午后之爱,飞行员的妻子,沙滩上的宝莲,慕德家一夜
西伯利亚的理发师 Сибирский цирюльник,祖与占,新桥恋人,,,,,,
傲慢与偏见,,,,,,,,
每分钟120击,喜欢，轻吻，快跑,,,,,,,
﻿,,,,,,,,
这个杀手不太冷 Léon,天使爱美丽,傲慢与偏见,,,,,,
穆赫兰道,,,,,,,,
战争之王,,,,,,,,
飓风营救,,,,,,,,
飓风营救,,,,,,,,
战争之王,猎杀U-571,,,,,,,
飓风营救,,,,,,,,
飓风营救,,,,,,,,
乱,,,,,,,,
飓风营救,,,,,,,,
飓风营救,,,,,,,,
飓风营救,,,,,,,,
飓风营救,,,,,,,,
飓风营救,,,,,,,,
穆赫兰道,,,,,,,,
飓风营救 Taken,飓风营救2,,,,,,,
飓风营救,,,,,,,,
飓风营救,,,,,,,,
﻿,,,,,,,,
这个杀手不太冷 Léon,天使爱美丽,傲慢与偏见,,,,,,
上帝之城 Cidade de Deus,,,,,,,,
扒手,法外之徒,精疲力尽,,,,,,
末路狂花 Thelma &amp; Louise,,,,,,,,
穆赫兰道,,,,,,,,
洞 Le trou,独行杀手,,,,,,,
穆赫兰道,,,,,,,,
法外之徒,扒手,精疲力尽,,,,,,
穆赫兰道,,,,,,,,
战争之王 Lord of War,,,,,,,,
四百击 Les quatre cents coups,法外之徒,扒手,精疲力尽,狂人皮埃罗,钱,,,
两生花,蓝白红三部曲之蓝,,,,,,,
战争之王,,,,,,,,
蓝白红三部曲之蓝,精疲力尽,,,,,,,
穆赫兰道,,,,,,,,
穆赫兰道,,,,,,,,
飓风营救,,,,,,,,
香水 Perfume: The Story of a Murderer,,,,,,,,
飓风营救,,,,,,,,
飓风营救,,,,,,,,
蓝白红三部曲之红,,,,,,,,
穆赫兰道,,,,,,,,
飓风营救 Taken,飓风营救2,,,,,,,
怪房客,着魔,,,,,,,
祖与占,坏血,新桥恋人,,,,,,
法外之徒,扒手,钱,精疲力尽,狂人皮埃罗,,,,
精疲力尽 À bout de souffle,祖与占,法外之徒,狂人皮埃罗,随心所欲,去年在马里昂巴德,扒手,春天的故事,
飓风营救,,,,,,,,
飓风营救,,,,,,,,
飓风营救,,,,,,,,
悲惨世界,,,,,,,,
每分钟120击,,,,,,,,
穆赫兰道,,,,,,,,
蓝白红三部曲之蓝,两小无猜,天使爱美丽,两生花,碧海蓝天,,,,
法外之徒,独行杀手,,,,,,,
影子写手,穆赫兰道,,,,,,,
地球之夜,,,,,,,,
我失去了身体,,,,,,,,
飓风营救,,,,,,,,
狂人皮埃罗 Pierrot le fou,精疲力尽,法外之徒,祖与占,女人就是女人,随心所欲,扒手,春天的故事,秋天的故事
法外之徒 Bande à part,扒手,钱,精疲力尽,狂人皮埃罗,通往绞刑架的电梯,独行杀手,射杀钢琴师,冷酷祭典
赌城风云 Casino,,,,,,,,
自由的幻影,资产阶级的审慎魅力,地球之夜,,,,,,
蓝白红三部曲之蓝,,,,,,,,
时光驻留,每分钟120击,雾港水手,,,,,,
飓风营救,,,,,,,,
法外之徒,扒手,独行杀手,精疲力尽,祖与占,,,,
穆赫兰道,泳池情杀案,隐藏摄像机,,,,,,
燃烧女子的肖像,,,,,,,,
我爱的男人,,,,,,,,
悲惨世界 Les Misérables,,,,,,,,
飓风营救,,,,,,,,
惊天魔盗团 Now You See Me,,,,,,,,
男人的争斗,扒手,红圈,,,,,,
飓风营救,,,,,,,,
飓风营救,,,,,,,,
飓风营救,,,,,,,,
悲惨世界,,,,,,,,
飓风营救,,,,,,,,
扒手,法外之徒,钱,,,,,,
恶魔 Les Diaboliques,恐惧的代价,乌鸦,,,,,,
